1_ames_mutagenicity_data	c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
3471_ames_mutagenicity_data	Cc1c([N-][N+](=O)c2cccc([N+](=O)[O-])c2C)cccc1[N+](=O)[O-]
3472_ames_mutagenicity_data	Cc1c(N)cccc1/N=N/c1cccc(N)c1C
3473_ames_mutagenicity_data	Cc1ccc2cc3ccccc3c(C)c2c1
3474_ames_mutagenicity_data	Cc1c2ccccc2c(C)c2ccccc12
3475_ames_mutagenicity_data	Cc1ccc2c(C)c3ccccc3c(C)c2c1
3476_ames_mutagenicity_data	Cc1cc2c(C)c3ccccc3c(C)c2cc1C
3477_ames_mutagenicity_data	O=C1C=CC(=O)c2c(O)cccc21
3478_ames_mutagenicity_data	Nc1ccc2c(n1)[nH]c1ccccc12
3479_ames_mutagenicity_data	CCCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCCC)c2)ccc1N
3480_ames_mutagenicity_data	CS(=O)(=O)OCCC[NH2+]CCCOS(C)(=O)=O
3481_ames_mutagenicity_data	Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
3482_ames_mutagenicity_data	O=C(CCBr)N1CCN(C(=O)CCBr)CC1
3483_ames_mutagenicity_data	O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c12
3484_ames_mutagenicity_data	COc1cc(O)c2c(=O)c3c(O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)ccc(O)c3oc2c1
3485_ames_mutagenicity_data	OC[C@@H]1O[C@H](n2cnc3c(=S)nc[nH]c32)[C@@H](O)[C@H]1O
3486_ames_mutagenicity_data	CCN(CC)CCCN
3487_ames_mutagenicity_data	O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
3488_ames_mutagenicity_data	Cc1ccc(N)c([N+](=O)[O-])c1
3489_ames_mutagenicity_data	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@H]1C[C@H]3O
3490_ames_mutagenicity_data	O=C1NCCCN1/N=C/c1ccc([N+](=O)[O-])o1
3491_ames_mutagenicity_data	O=[N+]([O-])c1c2c(cc3ccccc13)C=C[C@@H](O)[C@@H]2O
3492_ames_mutagenicity_data	O=[N+]([O-])c1c2c(cc3ccccc13)[C@@H](O)[C@H](O)C=C2
3493_ames_mutagenicity_data	C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@H]2O)CC1=O
3494_ames_mutagenicity_data	CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O
3495_ames_mutagenicity_data	Nc1ccc(Oc2ccc(N)c(N)c2)cc1
3496_ames_mutagenicity_data	Clc1cc2ccccc2c2ccccc12
3497_ames_mutagenicity_data	Clc1cccc2cc3ccccc3cc12
3498_ames_mutagenicity_data	Clc1ccc2cc3ccccc3cc2c1
3499_ames_mutagenicity_data	O=P1(N(CCCl)CCCl)NC(O)CCO1
3500_ames_mutagenicity_data	C1CCNC1
3501_ames_mutagenicity_data	OCCN1CCNCC1
3502_ames_mutagenicity_data	CN1CCOCC1
3503_ames_mutagenicity_data	C/C=C/C1=CC(=O)[C@]23C[C@@H]2C(C)(C)O[C@]3(O)C1=O
3504_ames_mutagenicity_data	Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12
3505_ames_mutagenicity_data	CN(C)Cc1ccccc1
3506_ames_mutagenicity_data	COP(=S)(OC)Oc1ccc(N=O)c(C)c1
3507_ames_mutagenicity_data	COP(=S)(OC)Oc1ccc(N)c(C)c1
3508_ames_mutagenicity_data	O=CN(O)c1ccc(F)cc1
3509_ames_mutagenicity_data	COc1ccc2c3c(cccc13)C(=O)N(C)C2=O
3510_ames_mutagenicity_data	N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1
3511_ames_mutagenicity_data	CC(=O)N(O)c1ccc(Br)cc1
3512_ames_mutagenicity_data	Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-]
3513_ames_mutagenicity_data	COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
3514_ames_mutagenicity_data	ClC(Cl)=C(Cl)c1cccc(Cl)c1Cl
3515_ames_mutagenicity_data	ClC(Cl)=C(Cl)c1ccc(Cl)c(Cl)c1Cl
3516_ames_mutagenicity_data	Cl/C=C(/Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3517_ames_mutagenicity_data	Cc1ccc(NCCCl)cc1
3518_ames_mutagenicity_data	Cl/C=C(\Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3519_ames_mutagenicity_data	ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3520_ames_mutagenicity_data	ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
3521_ames_mutagenicity_data	CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1
3522_ames_mutagenicity_data	CC(=O)Nc1ccc(Oc2ccc(NC(C)=O)cc2)cc1
3523_ames_mutagenicity_data	CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1
3524_ames_mutagenicity_data	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
3525_ames_mutagenicity_data	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1
3526_ames_mutagenicity_data	Cc1ccc(/N=N/c2c(O)ccc3ccccc23)cc1C
3527_ames_mutagenicity_data	Cc1cccc(C)c1N/N=C1\C(=O)C=Cc2ccccc21
3528_ames_mutagenicity_data	Cc1ccc(C)c(N/N=C2/C(=O)C=Cc3ccccc32)c1
3529_ames_mutagenicity_data	Cc1cccc(N/N=C2\C(=O)C=Cc3ccccc32)c1C
3530_ames_mutagenicity_data	C/C=N/N(C)C=O
3531_ames_mutagenicity_data	CCc1ccccc1N
3532_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34
3533_ames_mutagenicity_data	O=S(=O)(O)c1ccc(O)c2ncccc12
3534_ames_mutagenicity_data	Oc1c(Cl)cc(Cl)c2cccnc12
3535_ames_mutagenicity_data	c1ccc2cnccc2c1
3536_ames_mutagenicity_data	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
3537_ames_mutagenicity_data	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
3538_ames_mutagenicity_data	Nc1ccc(N)c(S(=O)(=O)O)c1
3539_ames_mutagenicity_data	Fc1ccc2ncccc2c1
3540_ames_mutagenicity_data	CCCOc1ccc(N)cc1N
3541_ames_mutagenicity_data	Cn1c(N)nc2c3ccc(=O)[nH]c3ccc21
3542_ames_mutagenicity_data	O=Nc1cc2c3ccccc3ccc2c2ccccc12
3543_ames_mutagenicity_data	C1=Cc2c3cc4ccccc4cc3cc3cccc1c23
3544_ames_mutagenicity_data	O=C([O-])c1c[n+](=O)c2ccccc2n1O
3545_ames_mutagenicity_data	CC(C)(C)OC(=O)/N=N/C=C1\C=[N+]([O-])c2ccccc2N1O
3546_ames_mutagenicity_data	CC(=O)/N=N/C=C1\C=[N+]([O-])c2ccccc2N1O
3547_ames_mutagenicity_data	Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-]
3548_ames_mutagenicity_data	O=[N+]([O-])c1ccccc1/C=C/c1ccccc1
3549_ames_mutagenicity_data	O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1
3550_ames_mutagenicity_data	O=C(/C=C/c1ccccc1[N+](=O)[O-])c1ccccc1
3551_ames_mutagenicity_data	O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1
3552_ames_mutagenicity_data	O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1
3553_ames_mutagenicity_data	O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO
3554_ames_mutagenicity_data	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1
3555_ames_mutagenicity_data	Nc1cccc(N)c1C(=O)O
3556_ames_mutagenicity_data	CC(=O)Nc1cccc(N)c1C(=O)O
3557_ames_mutagenicity_data	C=Cc1ccc([N+](=O)[O-])cc1
3558_ames_mutagenicity_data	Nc1cccc([N+](=O)[O-])c1CO
3559_ames_mutagenicity_data	Nc1ccc2ccccc2n1
3560_ames_mutagenicity_data	CNc1ccc2nc(C)cnc2c1C
3561_ames_mutagenicity_data	Nc1cnc2ccccc2c1
3562_ames_mutagenicity_data	CNc1ccc2ncc(C)nc2c1C
3563_ames_mutagenicity_data	CNc1ccc2ncc(-c3ccccc3)nc2c1C
3564_ames_mutagenicity_data	Nc1ccnc2ccccc12
3565_ames_mutagenicity_data	Nc1cc2c3c(ccc2c2ccccc12)[C@H](O)[C@@H](O)C=C3
3566_ames_mutagenicity_data	Nc1ccc2ncccc2c1
3567_ames_mutagenicity_data	COC(=O)C1=CCCN(N=O)C1
3568_ames_mutagenicity_data	Nc1ccc2cccnc2c1
3569_ames_mutagenicity_data	O=[N+]([O-])c1cc2cccc3cccc(o1)c32
3570_ames_mutagenicity_data	COc1ccc2cc([N+](=O)[O-])oc3cccc1c23
3571_ames_mutagenicity_data	O=[N+]([O-])c1cnc2c(c1)nc1ccccn12
3572_ames_mutagenicity_data	CC1=C(N=O)CNc2c1nc1c(C)cccn21
3573_ames_mutagenicity_data	Cc1c([N+](=O)[O-])cnc2c1nc1c(C)cccn12
3574_ames_mutagenicity_data	CC(=O)Nc1ccc2ncccc2c1
3575_ames_mutagenicity_data	CC(=O)Nc1ccc2cccnc2c1
3576_ames_mutagenicity_data	CC(=O)Nc1ccc2ccccc2n1
3577_ames_mutagenicity_data	O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1
3578_ames_mutagenicity_data	CC(=O)Nc1cnc2ccccc2c1
3579_ames_mutagenicity_data	CC(=O)Nc1ccnc2ccccc12
3580_ames_mutagenicity_data	COc1cc2c(c3oc(=O)c4c(c13)CC[C@H]4O)[C@@H]1C=CO[C@@H]1O2
3581_ames_mutagenicity_data	CC(=O)Nc1cccc2ncccc12
3582_ames_mutagenicity_data	CCc1ccccc1[N+](=O)[O-]
3583_ames_mutagenicity_data	CCc1ccc([N+](=O)[O-])cc1
3584_ames_mutagenicity_data	O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-]
3585_ames_mutagenicity_data	O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1
3586_ames_mutagenicity_data	O=[N+]([O-])c1cccc([N+](=O)[O-])c1O
3587_ames_mutagenicity_data	O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]
3588_ames_mutagenicity_data	Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
3589_ames_mutagenicity_data	COC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl
3590_ames_mutagenicity_data	CNS(=O)(=O)c1ccc(NC(C)=O)cc1
3591_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Br)cc1
3592_ames_mutagenicity_data	Cc1ccc(Cl)cc1[N+](=O)[O-]
3593_ames_mutagenicity_data	Cc1cccc([N+](=O)[O-])c1C
3594_ames_mutagenicity_data	Cc1cccc(C)c1[N+](=O)[O-]
3595_ames_mutagenicity_data	Cc1cc(C)cc([N+](=O)[O-])c1
3596_ames_mutagenicity_data	Cc1ccc(C)c([N+](=O)[O-])c1
3597_ames_mutagenicity_data	Cc1cc(C)c([N+](=O)[O-])cc1[N+](=O)[O-]
3598_ames_mutagenicity_data	O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1
3599_ames_mutagenicity_data	O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
3600_ames_mutagenicity_data	O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
3601_ames_mutagenicity_data	O=[N+]([O-])c1ccccc1S(=O)(=O)O
3602_ames_mutagenicity_data	O=[N+]([O-])c1cccc(S(=O)(=O)O)c1
3603_ames_mutagenicity_data	O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1
3604_ames_mutagenicity_data	O=[N+]([O-])c1cc(CCl)cc([N+](=O)[O-])c1
3605_ames_mutagenicity_data	NNc1ccc([N+](=O)[O-])cc1
3606_ames_mutagenicity_data	NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3607_ames_mutagenicity_data	N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3608_ames_mutagenicity_data	S=C=NCCc1ccccc1
3609_ames_mutagenicity_data	Cn1cc(C[C@@]2(O)C(=O)O[C@@H]3[C@H](O)CO[C@@]32O)c2ccccc21
3610_ames_mutagenicity_data	CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
3611_ames_mutagenicity_data	CC(=O)c1ccco1
3612_ames_mutagenicity_data	O=Cc1cccc(-c2ccccc2)c1
3613_ames_mutagenicity_data	O=C1c2ccccc2-c2ccc3ccccc3c21
3614_ames_mutagenicity_data	O=C1c2ccc3ccccc3c2-c2c1ccc1ccccc21
3615_ames_mutagenicity_data	Cc1cc2ncccc2c2ncn(C)c12
3616_ames_mutagenicity_data	CC1CCC(NC(=O)N(CCCl)N=O)CC1
3617_ames_mutagenicity_data	CCC(=O)Nc1snc2ccccc12
3618_ames_mutagenicity_data	O=C1c2ccccc2C([N+](=O)[O-])c2ccccc21
3619_ames_mutagenicity_data	N#CC1=Cc2cccc3cccc1c23
3620_ames_mutagenicity_data	Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl
3621_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ncccc2c1
3622_ames_mutagenicity_data	c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1OC21
3623_ames_mutagenicity_data	CCC(C)Br
3624_ames_mutagenicity_data	COCC(O)Cn1cc([N+](=O)[O-])nc1Cl
3625_ames_mutagenicity_data	COc1ccc2c(c1O)C(=O)c1ccccc1C2=O
3626_ames_mutagenicity_data	Cc1ccc2c(c1)C(=O)c1cc(O)ccc1C2=O
3627_ames_mutagenicity_data	Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O
3628_ames_mutagenicity_data	COCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
3629_ames_mutagenicity_data	COc1c(CO)c(O)cc2c1C(=O)c1ccccc1C2=O
3630_ames_mutagenicity_data	COc1cc2c(c(OC)c1CO)C(=O)c1ccccc1C2=O
3631_ames_mutagenicity_data	CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
3632_ames_mutagenicity_data	O=Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
3633_ames_mutagenicity_data	COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O
3634_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O
3635_ames_mutagenicity_data	Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)C[C@@H]1O
3636_ames_mutagenicity_data	Oc1ccc2ccc3c4ccc5ccccc5c4c4c(c3c2c1O)O4
3637_ames_mutagenicity_data	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
3638_ames_mutagenicity_data	C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1
3639_ames_mutagenicity_data	C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@H](O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1
3640_ames_mutagenicity_data	C[C@@H]1O[C@H](O[C@@H]2[C@@H](O[C@@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@H]7[C@H]([C@@H](C)[C@H]8CC[C@@H](C)CN78)[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
3641_ames_mutagenicity_data	CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C
3642_ames_mutagenicity_data	CCN(CC)N([O-])N=O
3643_ames_mutagenicity_data	CC(=O)Nc1nc2c3cccnc3ccc2n1C
3644_ames_mutagenicity_data	Oc1c2c(c3c(ccc4c3ccc3ccc5ccccc5c34)c1O)O2
3645_ames_mutagenicity_data	C=COc1ccccc1
3646_ames_mutagenicity_data	CCCCN(N=O)C(N)=O
3647_ames_mutagenicity_data	CCON(OC(C)=O)C(=O)c1ccccc1
3648_ames_mutagenicity_data	CC(=O)OCCCCCCCCONC(=O)c1ccccc1
3649_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccccc1
3650_ames_mutagenicity_data	O=[N+]([O-])c1cccc(CO/N=C/c2nc3cc([N+](=O)[O-])ccc3n2Cc2ccc(Cl)cc2)c1
3651_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccc(Cl)cc1Cl
3652_ames_mutagenicity_data	O=[N+]([O-])c1cccc(CO/N=C/c2nc3cc([N+](=O)[O-])ccc3n2Cc2ccc(F)cc2)c1
3653_ames_mutagenicity_data	Cc1c(/C=N/OCc2cccc([N+](=O)[O-])c2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1
3654_ames_mutagenicity_data	Cc1c(/C=N/OCc2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1
3655_ames_mutagenicity_data	Cc1c(Cn2ccnc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1
3656_ames_mutagenicity_data	ClCc1ccc2ccc3cccc4ccc1c2c34
3657_ames_mutagenicity_data	COc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12
3658_ames_mutagenicity_data	Cc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12
3659_ames_mutagenicity_data	Nc1ncnc2c1ncn2[C@@H]1C[C@@H](O)[C@H](CO)O1
3660_ames_mutagenicity_data	O=C1CCCc2ccc3c([N+](=O)[O-])c4ccccc4cc3c21
3661_ames_mutagenicity_data	CC1CCCC2(C)CCCCC12O
3662_ames_mutagenicity_data	CC1(O)CC2CCC1(C)C2(C)C
3663_ames_mutagenicity_data	CC[C@@H](CO)NCCN[C@@H](CC)CO
3664_ames_mutagenicity_data	C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC
3665_ames_mutagenicity_data	Cl[Pt-2](Cl)(Cl)Cl
3666_ames_mutagenicity_data	O[C@H]1c2ccc3c4c5c(cccc5cc3c2[C@@H]2O[C@@H]2[C@@H]1O)C=C4
3667_ames_mutagenicity_data	O=N[O-].O=N[O-].[Pt+2]
3668_ames_mutagenicity_data	O=[N+]([O-])[Pt-2]([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
3669_ames_mutagenicity_data	N#CS[Pt-2](SC#N)(SC#N)(SC#N)(SC#N)SC#N
3670_ames_mutagenicity_data	Br[Pt-2](Br)(Br)(Br)(Br)Br
3671_ames_mutagenicity_data	COCCOCCOP1(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=NP(OCCOCCOC)(OCCOCCOC)=N1
3672_ames_mutagenicity_data	CP1(C)=NP(C)(C)=NP(C)(C)=N1
3673_ames_mutagenicity_data	O=C(O)c1ccc(ON2P(Oc3ccc(C(=O)O)cc3)N=P(Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N(Oc3ccc(C(=O)O)cc3)P2Oc2ccc(C(=O)O)cc2)cc1
3674_ames_mutagenicity_data	OCC1OC(O)C(O)C(OP2(OC3C(O)C(O)OC(CO)C3O)=NP(OC3C(O)C(O)OC(CO)C3O)(OC3C(O)C(O)OC(CO)C3O)=NP(OC3C(O)C(O)OC(CO)C3O)(OC3C(O)C(O)OC(CO)C3O)=N2)C1O
3675_ames_mutagenicity_data	Nc1cccc2c1-c1ccccc1C2
3676_ames_mutagenicity_data	Nc1ccc2c(ccc3ccccc32)c1
3677_ames_mutagenicity_data	CC(N)CCN
3678_ames_mutagenicity_data	[NH3+][C@H]1CCC[C@H]([NH3+])C1
3679_ames_mutagenicity_data	CC1(C)CC(N)CC(C)(CN)C1
3680_ames_mutagenicity_data	Nc1ccc2ccc3ccccc3c2c1
3681_ames_mutagenicity_data	Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1
3682_ames_mutagenicity_data	CN1CCNCC1
3683_ames_mutagenicity_data	C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
3684_ames_mutagenicity_data	CN(C)C(=N)N(C)C
3685_ames_mutagenicity_data	CN1CCN(C)CC1
3686_ames_mutagenicity_data	Nc1cc2ccc3cccc4ccc(c1)c2c34
3687_ames_mutagenicity_data	Cc1c(N=O)cccc1[N+](=O)[O-]
3688_ames_mutagenicity_data	C1CN2CCN1CC2
3689_ames_mutagenicity_data	Cc1c(N)cccc1[N-][N+](=O)c1cccc(N)c1C
3690_ames_mutagenicity_data	CC(c1ccccc1)N(C)C
3691_ames_mutagenicity_data	CC(=O)c1cccc([N-][N+](=O)c2ccc(N)c(C(C)=O)c2C)c1C
3692_ames_mutagenicity_data	CC(=O)c1cccc(/N=N/c2ccc(N)c(C(C)=O)c2C)c1C
3693_ames_mutagenicity_data	CCCCN(CC(O)c1ccc(O)cc1)N=O
3694_ames_mutagenicity_data	Nc1ccc2c3c(cccc13)-c1ccccc1-2
3695_ames_mutagenicity_data	CON(C)C(=O)Nc1ccc(Br)cc1
3696_ames_mutagenicity_data	CNC(=O)N(C)c1nc2ccccc2s1
3697_ames_mutagenicity_data	N[C@H](Cc1ccc(O)cc1)C(=O)O
3698_ames_mutagenicity_data	COC1C(C(=O)O)OC(OC2C(C(=O)O)OC(C)C(O)C2O)C(O)C1O
3699_ames_mutagenicity_data	O=[N+]([O-])c1ccc2[nH]c3ccc([N+](=O)[O-])cc3c2c1
3700_ames_mutagenicity_data	O=[N+]([O-])c1cc2c(cc1O)[nH]c1ccccc12
3701_ames_mutagenicity_data	O=[N+]([O-])c1cc2c([nH]c3ccccc32)c([N+](=O)[O-])c1O
3702_ames_mutagenicity_data	O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc3c2c1
3703_ames_mutagenicity_data	C1CSCSC1
3704_ames_mutagenicity_data	c1ccc2c(c1)-c1c(ccc3ccccc13)C1OC21
3705_ames_mutagenicity_data	c1ccc2c(c1)-c1c(ccc3ccccc13)C1NC21
3706_ames_mutagenicity_data	CC(=O)Nc1ccc(S(N)(=O)=O)cc1
3707_ames_mutagenicity_data	CNS(=O)(=O)c1ccc(N)cc1
3708_ames_mutagenicity_data	CCN(CC)S(=O)(=O)c1ccc(N)cc1
3709_ames_mutagenicity_data	CCN(CC)S(=O)(=O)c1ccc(NC(C)=O)cc1
3710_ames_mutagenicity_data	CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
3711_ames_mutagenicity_data	O=[N+]([O-])N(c1ccccn1)S(=O)(=O)c1ccccc1
3712_ames_mutagenicity_data	O=C1OC2C(O)COC2(O)[C@@]1(O)Cc1c[nH]c2ccccc12
3713_ames_mutagenicity_data	CC(=O)/C=C(\C)O[Al](O/C(C)=C/C(C)=O)O/C(C)=C/C(C)=O
3714_ames_mutagenicity_data	O=C/C=C/c1ccccc1Cl
3715_ames_mutagenicity_data	[N-]=[N+]=C1C=NC(=O)NC1=O
3716_ames_mutagenicity_data	Cn1c2ccccc2c2ccccc21
3717_ames_mutagenicity_data	CC(Cl)=C=O
3718_ames_mutagenicity_data	CC(C)=C(Cl)C=O
3719_ames_mutagenicity_data	CCCN(CCC)CCc1cccc2[nH]c3c(C)ccc(C)c3c12
3720_ames_mutagenicity_data	CC(=O)c1cccn1[N+](=O)[O-]
3721_ames_mutagenicity_data	CC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])n1[N+](=O)[O-]
3722_ames_mutagenicity_data	Nc1ccccc1SCSc1ccccc1N
3723_ames_mutagenicity_data	Cn1c2ccc3ccccc3c2c2c3ccccc3ccc21
3724_ames_mutagenicity_data	O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21
3725_ames_mutagenicity_data	Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1
3726_ames_mutagenicity_data	Nc1c(/N=N/c2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(/N=N/c3ccccc3)c(O)c12
3727_ames_mutagenicity_data	Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1/N=N/c1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-]
3728_ames_mutagenicity_data	O=c1cc(-c2ccccc2)cc(-c2ccccc2)n1/N=C/c1ccc([N+](=O)[O-])o1
3729_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2cc(CO)ccc21
3730_ames_mutagenicity_data	Cc1cc2cc3ccccc3cc2c2ccccc12
3731_ames_mutagenicity_data	Cc1cc2ccccc2c2cc3ccccc3cc12
3732_ames_mutagenicity_data	Nc1ccc(Cc2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
3733_ames_mutagenicity_data	Cc1ccc2cc3ccc4ccccc4c3cc2c1
3734_ames_mutagenicity_data	Nc1cccc2c1Cc1ccccc1-2
3735_ames_mutagenicity_data	Nc1ccc2c(c1)-c1ccccc1C2
3736_ames_mutagenicity_data	Nc1cccc2c1ccc1ccccc12
3737_ames_mutagenicity_data	Nc1cc2ccccc2c2ccccc12
3738_ames_mutagenicity_data	Nc1cc2cccc3ccc4cccc1c4c32
3739_ames_mutagenicity_data	Nc1ccc2cccc3c2c1-c1ccccc1-3
3740_ames_mutagenicity_data	Nc1cc2c3c(cccc3c1)-c1ccccc1-2
3741_ames_mutagenicity_data	Nc1cccc2c1-c1cccc3cccc-2c13
3742_ames_mutagenicity_data	Nc1ccc2c(c1)-c1cccc3cccc-2c13
3743_ames_mutagenicity_data	CCOCC1CO1
3744_ames_mutagenicity_data	CSc1cc(SC)c(N)c(C)c1N
3745_ames_mutagenicity_data	Cc1cc2ccccc2c2cc([N+](=O)[O-])c3ccccc3c12
3746_ames_mutagenicity_data	COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
3747_ames_mutagenicity_data	O=[N+]([O-])c1cc2cc3ccc4cccc5ccc(c2o1)c3c45
3748_ames_mutagenicity_data	CC1=CCC(=O)O1
3749_ames_mutagenicity_data	CCCNNCCC
3750_ames_mutagenicity_data	CCCCNNCCCC
3751_ames_mutagenicity_data	CCCN(N)CCC
3752_ames_mutagenicity_data	CCCNN
3753_ames_mutagenicity_data	O=C(CBr)c1ccc(Br)cc1
3754_ames_mutagenicity_data	C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1C[C@H](O)C2=O
3755_ames_mutagenicity_data	CC(C)=CCC/C(C)=C/CO
3756_ames_mutagenicity_data	C/C=C/[C@@H]1OC(=O)C=C[C@H]1O
